id,fname,lname,ht,_done,f_yr,school,conf,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,sos-dum,sos
Brice Johnson,Brice,Johnson,"6'9""",No,,UNC,ACC,36,2,10.6,2.5,4.9,0.511,2.5,4.9,0.511,0,0,,0.4,0.7,0.577,0.9,2.3,3.2,0.3,0.5,0.5,0.5,1.6,5.4,,8.01
Aj Hammons,Aj,Hammons,"7'0""",No,,Purdue,Big Ten,34,27,23.1,4.1,8.3,0.495,4.1,8.3,0.495,0,0,,2.3,3.4,0.681,2.4,3.6,6,0.6,0.3,2,1.6,2,10.6,,7.87
Shavon Shields,Shavon,Shields,"6'7""",No,2012-13,Nebraska,Big Ten,28,19,28.7,3.2,6.8,0.471,2.7,5.4,0.5,0.5,1.4,0.359,1.7,2.5,0.676,1.2,3.9,5.1,0.9,0.8,0.3,1.7,3.1,8.6,,9.59
Denzel Valentine,Denzel,Valentine,"6'5""",No,2012-13,Michigan State,Big Ten,36,15,20.8,1.9,4.3,0.445,1.5,2.7,0.541,0.4,1.6,0.281,0.7,1.1,0.667,1.1,3.1,4.1,2.4,0.8,0.3,2,1.9,5,,10.55
Kevin Ferrell,Kevin,Ferrell,"6'0""",No,,Indiana,Big Ten,36,36,28.1,2.5,6.3,0.403,1.9,4.2,0.453,0.6,2.1,0.303,1.9,2.3,0.798,0.3,2.4,2.8,4.1,0.8,0.2,2.1,1.7,7.6,,8.38
Kellen Dunham,Kellen,Dunham,"6'6""",No,,Butler,A-10,36,13,26.1,2.7,7.2,0.375,1.1,2.6,0.426,1.6,4.6,0.345,2.5,2.9,0.867,0.6,2.2,2.8,1.1,0.6,0.1,1,1.2,9.5,,6.08
Ryan Arcidiacono,Ryan,Arcidiacono,"6'3""",No,2012-13,Villanova,Big East,34,34,34,3.1,9.1,0.343,1,2.7,0.38,2.1,6.4,0.327,3.6,4.4,0.824,0.2,1.9,2.1,3.5,1.1,0,2.8,2.5,11.9,,8.53
Dvauntes Smith,Dvauntes,Smith,"6'3""",No,,Georgetown,Big East,32,0,25.5,2.9,7.2,0.404,1.7,3.6,0.474,1.2,3.6,0.336,1.8,2.6,0.711,0.8,2.2,3,1.4,0.8,0,1.2,0.9,8.9,,7.59
Gavin Ware,Gavin,Ware,"6'9""",No,,Mississippi State,SEC,32,27,25.8,3.4,6.3,0.542,3.4,6.3,0.542,0,0,,1.6,2.8,0.562,2.2,4.3,6.4,0.3,0.5,0.8,1.3,2,8.4,,4.34
Michael Carrera,Michael,Carrera,"6'5""",No,,South Carolina,SEC,27,22,21.1,3.3,7.4,0.443,3,6.7,0.453,0.3,0.7,0.35,3.1,4.1,0.741,3,4.3,7.2,0.6,0.3,0.6,1.9,3.1,9.9,,2.11
Nerlens Noel,Nerlens,Noel,"6'10""",Yes,,Kentucky,SEC,24,24,31.9,4.1,6.9,0.59,4.1,6.9,0.59,0,0,,2.3,4.3,0.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,,5.78
Asauhn Dixon,Asauhn,Dixon,"7'0""",No,,Auburn,SEC,32,1,14,1.4,3.1,0.46,1.4,3.1,0.46,0,0,,0.8,1.3,0.659,1.6,1.7,3.3,0.2,0.4,1.4,0.7,2,3.7,,4.18
Laimonas Chatkevicius,Laimonas,Chatkevicius,"6'11""",No,,South Carolina,SEC,23,10,13.2,1.7,3.7,0.447,1.5,3.3,0.467,0.1,0.4,0.3,1,1.6,0.611,1.2,2,3.2,0.5,0.1,0.6,1.4,1.8,4.4,,2.11
Armani Moore,Armani,Moore,"6'5""",No,,Tennessee,SEC,30,16,13.3,1,2.7,0.375,0.9,2.2,0.4,0.1,0.5,0.267,0.3,0.5,0.5,0.6,1.9,2.6,0.7,0.6,0.6,1,1.6,2.4,,6.03
Willie Cauley,Willie,Cauley,"7'0""",No,2012-13,Kentucky,SEC,29,14,23.6,3.6,5.8,0.621,3.6,5.8,0.621,0,0,,1.1,3,0.372,2.3,3.9,6.2,0.9,0.8,2.1,1.7,2.4,8.3,,5.78
Jamel Artis,Jamel,Artis,"6'7""",No,,Pitt,ACC,36,0,15.4,1.6,3.5,0.46,1.4,2.8,0.505,0.2,0.8,0.296,1.4,2,0.708,1.1,1.9,2.9,0.6,0.2,0.3,0.8,1.5,4.9,,7.54
Kennedy Meeks,Kennedy,Meeks,"6'9""",No,,UNC,ACC,34,17,16.3,3,5.5,0.548,3,5.5,0.548,0,0,,1.5,2.6,0.586,2.4,3.7,6.1,0.8,0.3,0.8,1,1.7,7.6,,8.42
Jaron Blossomgame,Jaron,Blossomgame,"6'7""",No,,Clemson,ACC,33,30,23.5,1.9,4.8,0.395,1.6,3.2,0.486,0.3,1.5,0.2,0.8,1.4,0.596,1.6,3.4,5,0.4,0.3,0.4,0.8,1.5,4.9,,5.97
Peter Jok,Peter,Jok,"6'6""",No,,Iowa,Big Ten,27,0,9.4,1.4,3.5,0.4,0.8,1.8,0.449,0.6,1.7,0.348,1,1.3,0.794,0.2,0.7,0.9,0.7,0.3,0.1,0.5,0.7,4.4,,7.43
Zak Irvin,Zak,Irvin,"6'6""",No,2013-14,Michigan,Big Ten,37,0,15.4,2.3,5.3,0.434,0.6,1.4,0.46,1.7,3.9,0.425,0.4,0.6,0.714,0.4,0.9,1.3,0.4,0.2,0.1,0.4,0.9,6.7,,9.65
Malcolm Hill,Malcolm,Hill,"6'6""",No,,Illinois,Big Ten,35,12,14.1,1.3,3.4,0.383,0.9,2.2,0.408,0.4,1.3,0.341,1.3,1.7,0.77,0.6,1.8,2.4,0.7,0.3,0.1,0.9,1,4.4,,8.28
Nigel Hayes,Nigel,Hayes,"6'8""",No,,Wisconsin,Big Ten,38,0,17.4,2.6,5.1,0.51,2.6,5.1,0.51,0,0,,2.5,4.3,0.585,0.9,1.9,2.8,0.9,0.8,0.5,1.2,2.6,7.7,,10.19
Billy Garrett,Billy,Garrett,"6'6""",No,,DePaul,Big East,31,25,29.4,3.5,9.4,0.366,2.3,5.7,0.398,1.2,3.7,0.319,4.3,5.2,0.825,0.4,2,2.4,3,0.9,0.1,2.2,3,12.4,,7.46
Josh Hart,Josh,Hart,"6'5""",No,2013-14,Villanova,Big East,34,1,21.4,2.6,5.1,0.5,1.8,2.7,0.67,0.8,2.4,0.313,1.9,2.8,0.677,1.8,2.6,4.4,0.9,0.6,0.3,0.6,2.4,7.8,,7.5
Bobby Portis,Bobby,Portis,"6'11""",No,2013-14,Arkansas,SEC,34,34,27,4.7,9.3,0.509,4.5,8.3,0.537,0.3,1,0.273,2.6,3.5,0.737,2.5,4.2,6.8,1.5,1,1.6,1.2,1.7,12.3,,5.57
Sebastian Saiz,Sebastian,Saiz,"6'9""",No,2013-14,Ole Miss,SEC,33,13,19.9,1.9,4.2,0.467,1.9,4.2,0.467,0,0,,1.2,1.8,0.656,2.3,3.3,5.6,0.4,0.7,0.8,1,2.5,5.1,,5.36
Damian Jones,Damian,Jones,"6'10""",No,,Vanderbilt,SEC,31,28,25.7,4.5,8.2,0.543,4.5,8.2,0.543,0,0,,2.4,4.3,0.545,1.8,3.8,5.7,0.2,0.3,1.4,1.8,3.4,11.3,,6.49
Jimmie Taylor,Jimmie,Taylor,"6'10""",No,,Alabama,SEC,32,18,16.9,1.2,1.9,0.613,1.2,1.9,0.613,0,0,,0.7,1.6,0.404,1.3,2,3.3,0.2,0.2,1.3,0.5,2.3,3,,8.88
Luke Kornet,Luke,Kornet,"7'0""",No,,Vanderbilt,SEC,30,2,15.4,1.5,4.4,0.344,0.8,1.4,0.571,0.7,3,0.236,0.3,0.5,0.533,0.6,1.6,2.3,0.8,0.3,0.6,0.7,1.1,4,,6.49
Jordan Mickey,Jordan,Mickey,"6'8""",No,,LSU,SEC,34,34,32.8,5.1,9.5,0.534,5.1,9.3,0.543,0,0.1,0,2.7,3.9,0.695,2.3,5.6,7.9,1.1,0.6,3.1,2.3,2.2,12.8,,6.61
Moses Kingsley,Moses,Kingsley,"6'10""",No,,Arkansas,SEC,32,0,11.5,1.3,2.5,0.531,1.3,2.5,0.532,0,0.1,0.5,1.3,2,0.651,1.2,2,3.2,0.2,0.4,1.5,0.4,1.3,4,,5.57
Grayson Allen,Grayson,Allen,"6'4""",No,,Duke,ACC,35,0,9.2,1.3,3,0.425,0.8,1.5,0.5,0.5,1.5,0.346,1.3,1.5,0.849,0.3,0.7,1,0.4,0.3,0.1,0.4,1.2,4.4,,9.87
Bonzie Colson,Bonzie,Colson,"6'5""",No,,Notre Dame,ACC,32,1,12.1,2.1,3.5,0.595,2,3.3,0.625,0,0.2,0.143,1.4,1.9,0.754,0.8,1.8,2.7,0.4,0.6,0.7,0.4,1.3,5.6,,7.02
Joel Berry,Joel,Berry,"6'0""",No,,UNC,ACC,30,0,13.2,1.3,3.3,0.404,0.8,1.7,0.451,0.6,1.6,0.354,0.9,1.2,0.757,0.1,0.8,0.9,1.5,0.4,0,0.7,1.5,4.2,,11.76
Justin Jackson,Justin,Jackson,"5'11""",No,,Tennessee,SEC,4,1,1.3,0,0.5,0,0,0.5,0,0,0,,0,0.5,0,0.5,0.3,0.8,0,0,0,0,0,0,,7.76
Jaesean Tate,Jaesean,Tate,"6'4""",No,,Ohio State,Big Ten,35,16,22,3.6,6.1,0.589,3.5,5.6,0.631,0.1,0.5,0.158,1.5,2.9,0.52,1.9,3.1,5,0.3,0.9,0.6,1.2,2.5,8.8,,7.37
Isaac Haas,Isaac,Haas,"7'2""",No,,Purdue,Big Ten,34,11,14.6,2.7,5,0.535,2.7,5,0.535,0,0,,2.2,4.1,0.547,1.6,2.5,4.1,0.3,0.1,0.7,1.6,2.1,7.6,,7.64
Shep Garner,Shep,Garner,"6'2""",No,2014-15,Penn State,Big Ten,34,32,28.8,3.1,8.4,0.364,1.3,3.3,0.405,1.7,5.1,0.337,1.4,1.7,0.793,0.5,2.2,2.7,2.3,1,0.1,1.4,2,9.2,,7.1
Vince Edwards,Vince,Edwards,,No,1994-95,Central Michigan,MAC,25,,,5.1,12.3,0.412,3.9,9.1,0.425,1.2,3.2,0.375,1.7,2.4,0.689,,,3,2.1,0.8,0.2,,,13,,1.64
Melo Trimble,Melo,Trimble,"6'3""",No,,Maryland,Big Ten,35,35,33.5,4.3,9.7,0.444,2.5,5.4,0.468,1.7,4.2,0.412,5.9,6.9,0.863,0.2,3.7,3.9,3,1.3,0.1,2.5,1.9,16.2,,7.63
Bryant Mcintosh,Bryant,Mcintosh,"6'3""",No,,Northwestern,Big Ten,32,30,33.3,4.2,9.9,0.421,2.9,6.5,0.452,1.3,3.4,0.364,1.8,2.1,0.853,0.3,2.2,2.5,4.7,0.3,0.2,2.5,1.1,11.4,,7.2
Nate Mason,Nate,Mason,"6'1""",No,,Minnesota,Big Ten,33,9,26.1,3.5,8.5,0.409,2.2,5.2,0.422,1.3,3.3,0.389,1.5,2.5,0.614,0.5,2.3,2.8,2.8,1.8,0.1,1.1,1.8,9.8,,7.21
Phil Booth,Phil,Booth,"6'3""",No,,Villanova,Big East,36,0,14.5,2,3.6,0.563,1.1,1.7,0.645,0.9,1.8,0.485,0.9,1.3,0.739,0.3,1.3,1.5,1.4,0.3,0,0.8,1.4,5.8,,7.55
Angel Delgado,Angel,Delgado,"6'9""",No,,Seton Hall,Big East,31,29,28.2,3.9,7,0.555,3.9,7,0.558,0,0,0,1.5,3.6,0.414,3.6,6.2,9.8,0.9,0.5,1.3,1.3,2.5,9.3,,7.56
Desi Rodriguez,Desi,Rodriguez,"6'6""",No,,Seton Hall,Big East,31,2,16.6,2,4.5,0.446,2,4.1,0.48,0,0.4,0.083,1.6,2.7,0.602,1.7,2.8,4.5,0.5,0.8,0.3,0.8,2.3,5.6,,7.56
Khadeen Carrington,Khadeen,Carrington,"6'3""",No,,Seton Hall,Big East,31,10,25,2.9,7.6,0.383,2.4,5.6,0.417,0.5,1.9,0.283,2.5,3.3,0.752,0.9,2,2.9,1.8,0.8,0.2,1.6,2.4,8.8,,7.56
Kelan Martin,Kelan,Martin,"6'6""",No,,Butler,Big East,34,0,14.6,2.7,6.5,0.412,2.1,4.2,0.5,0.6,2.3,0.247,1.2,1.8,0.7,0.6,1.4,2.1,0.4,0.1,0.2,1,1.6,7.1,,8.62
Trevon Bluiett,Trevon,Bluiett,"6'6""",No,2014-15,Xavier,Big East,37,32,28.3,3.6,8.5,0.422,2.4,4.8,0.497,1.2,3.7,0.326,2.6,3.5,0.746,1.4,2.8,4.2,1.9,0.6,0.1,1.4,2.2,11,,9.48
Yante Maten,Yante,Maten,"6'8""",No,2014-15,Georgia,SEC,32,2,18.2,1.8,4.3,0.416,1.8,4.3,0.419,0,0,0,1.4,2.2,0.648,1.8,2.5,4.3,0.3,0.3,1.4,0.9,2.1,5,,8.6
Luke Maye,Luke,Maye,"6'8""",No,,UNC,ACC,33,0,5.4,0.5,1.2,0.39,0.4,1,0.412,0.1,0.2,0.286,0.2,0.4,0.429,0.8,0.9,1.7,0.2,0.1,0.1,0.3,0.8,1.2,,10.69
Jerome Robinson,Jerome,Robinson,"6'4""",No,,Bradley,MVC,27,4,13.9,1,2.7,0.365,0.9,2.5,0.358,0.1,0.3,0.429,1,1.5,0.65,,,2,1.1,0.4,0.3,0.7,1.3,3.1,,2.11
Glynn Watsonjr,Glynn,Watsonjr,"6'0""",No,,Nebraska,Big Ten,34,16,24.3,3.4,8.7,0.389,2.8,6.5,0.43,0.6,2.2,0.267,1.2,1.6,0.792,0.2,1.6,1.9,2.4,1.2,0.1,1,2.1,8.6,,5.57
Jordan Murphy,Jordan,Murphy,"6'6""",No,,Minnesota,Big Ten,31,20,26.5,4.4,9.5,0.461,4.1,8.1,0.5,0.3,1.3,0.22,2.6,4.3,0.612,2.8,5.2,8,0.7,1,1,1.8,3.3,11.6,,6.86
Ethan Happ,Ethan,Happ,"6'10""",No,,Wisconsin,Big Ten,35,35,28.1,4.7,8.7,0.538,4.7,8.7,0.538,0,0,,3.1,4.8,0.643,2.5,5.4,7.9,1.3,1.8,0.9,2.2,3,12.4,,9.4
Eli Cain,Eli,Cain,"6'6""",No,,DePaul,Big East,31,29,28.3,3.6,8.3,0.434,2.6,5.9,0.437,1,2.4,0.425,2.2,3.3,0.657,0.5,2.5,3,1.8,0.7,0.4,2,2.7,10.3,,8.34
Jessie Govan,Jessie,Govan,"6'10""",No,,Georgetown,Big East,33,6,17.7,2.2,4.5,0.48,1.7,3.6,0.475,0.4,0.8,0.5,2.1,2.5,0.831,0.8,3.3,4.1,0.8,0.4,1,1.8,3.1,6.8,,8.49
Jalen Brunson,Jalen,Brunson,"6'3""",No,2015-16,Villanova,Big East,40,39,24,3.2,7,0.452,1.9,3.8,0.51,1.2,3.2,0.383,2.1,2.7,0.774,0.5,1.3,1.8,2.5,0.7,0,1.8,1.8,9.6,,9.71
Derek Ogbeide,Derek,Ogbeide,"6'9""",No,,Georgia,SEC,29,15,15,1.7,3.7,0.472,1.7,3.7,0.472,0,0,,0.6,1.2,0.472,1.8,3.3,5.2,0.4,0.1,0.8,1.2,1.7,4,,8.47
Tyler Davis,Tyler,Davis,"6'7""",No,2000-01,Dartmouth,Ivy,25,0,,0.5,1.6,0.317,0.3,0.8,0.381,0.2,0.8,0.25,0.5,0.8,0.571,0.2,0.5,0.7,0.2,0.3,0,0.4,1,1.7,,-7.34
Josh Nebo,Josh,Nebo,"6'9""",No,2015-16,Saint Francis (PA),NEC,30,29,22.8,1.9,3.8,0.487,1.9,3.8,0.487,0,0,,1.2,2.3,0.522,1.9,3.2,5.1,0.5,0.2,1.9,0.9,2.5,4.9,,-9.06
Horace Spencer,Horace,Spencer,"6'8""",No,,Auburn,SEC,31,18,18.1,2,4.8,0.42,2,4.8,0.423,0,0,0,1.1,2.2,0.485,2.1,2.8,4.9,0.5,0.5,2.1,1.4,3.7,5.1,,7.54
Kyle Alexander,Kyle,Alexander,"6'11""",No,,Tennessee,SEC,32,11,12.2,0.5,1.2,0.432,0.5,1.2,0.432,0,0,,0.7,1,0.656,1.5,1.6,3.2,0.1,0.2,1,0.5,1.7,1.7,,7.86
Chris Silva,Chris,Silva,"6'9""",No,,South Carolina,SEC,32,6,13.3,1.7,3.4,0.482,1.7,3.4,0.482,0,0,,2.1,3.4,0.609,1.8,2.7,4.5,0.2,0.4,0.9,1.1,3.1,5.4,,5.83
Aric Holman,Aric,Holman,"6'10""",No,,Mississippi State,SEC,21,3,9.2,0.9,2.1,0.409,0.8,1.5,0.516,0.1,0.6,0.154,0,0.3,0.167,0.4,1.4,1.9,0.4,0.1,0.7,0.8,1.8,1.9,,6.01
Kevarrius Hayes,Kevarrius,Hayes,"6'9""",No,,Florida,SEC,35,6,11.5,1,1.4,0.7,1,1.4,0.7,0,0,,0.8,1.7,0.475,1.3,1.3,2.6,0.2,0.3,0.6,0.5,1.8,2.8,,9.19
Donta Hall,Donta,Hall,"6'9""",No,,Alabama,SEC,33,0,12.8,1.1,1.8,0.607,1.1,1.8,0.607,0,0,,0.6,1.3,0.432,1.4,2.9,4.3,0.2,0.5,1.7,0.5,2.5,2.8,,8.62
Tyus Battle,Tyus,Battle,"6'6""",No,2016-17,Syracuse,ACC,34,25,30.7,3.7,8.6,0.433,2,3.8,0.519,1.8,4.8,0.366,2.1,2.6,0.798,0.3,1.8,2.1,1.7,1.3,0.2,1.1,1.9,11.3,,8.47
Ky Bowman,Ky,Bowman,"6'1""",No,,Boston College,ACC,32,29,28.8,5,10.2,0.492,3.1,5.8,0.524,1.9,4.3,0.449,2.3,3.3,0.712,0.8,4.1,4.8,2.9,1.2,0.1,2.9,2.4,14.3,,8.07
Cassius Winston,Cassius,Winston,"6'1""",No,2016-17,Michigan State,Big Ten,35,5,20.7,2.2,5.2,0.423,1.4,3.2,0.45,0.8,2,0.38,1.6,2,0.775,0.2,1.7,1.8,5.2,0.7,0.1,2.2,2.1,6.7,,10.5
Lamar Stevens,Lamar,Stevens,"6'8""",No,2016-17,Penn State,Big Ten,33,33,27.8,4.5,10.5,0.429,4.2,9.5,0.438,0.3,1,0.344,3.4,4.4,0.767,1.6,3.9,5.5,1.7,0.8,0.6,2.2,2.7,12.7,,8.9
Alpha Diallo,Alpha,Diallo,"6'7""",No,2016-17,Providence,Big East,33,16,21.4,1.8,4.4,0.407,1.5,3.3,0.463,0.3,1.1,0.243,1.9,2.5,0.738,1,2.2,3.2,1.2,0.9,0.2,1.2,2.4,5.7,,7.84
Shamorie Ponds,Shamorie,Ponds,"6'1""",No,2016-17,St. John's (NY),Big East,33,33,33.6,5.8,13.2,0.439,3.5,7.1,0.494,2.3,6.1,0.375,3.5,4.3,0.823,1.2,3.3,4.4,3.1,2.1,0.2,1.9,1.8,17.4,,8.39
Kamar Baldwin,Kamar,Baldwin,"6'1""",No,2016-17,Butler,Big East,34,23,26.9,4.1,8.2,0.495,3,5.4,0.557,1,2.8,0.372,1,1.3,0.756,0.4,3.3,3.7,1.5,1.7,0.5,1.5,2.2,10.1,,10.23
Myles Powell,Myles,Powell,"6'2""",No,2016-17,Seton Hall,Big East,33,2,23.8,3.6,9.1,0.392,1.5,2.9,0.521,2.1,6.2,0.332,1.5,1.8,0.817,0.6,1.7,2.2,0.9,0.9,0.2,1,2,10.7,,9.25
Markus Howard,Markus,Howard,"5'11""",No,2016-17,Marquette,Big East,31,27,22,4.4,8.7,0.506,1.7,3.8,0.454,2.6,4.8,0.547,1.8,2,0.889,0.3,1.9,2.2,2.3,0.8,0.1,2,2.5,13.2,,8.6
Adrio Bailey,Adrio,Bailey,"6'6""",No,2016-17,Arkansas,SEC,27,2,7.4,0.8,1.4,0.564,0.8,1.4,0.564,0,0,,0.2,0.7,0.316,0.5,0.8,1.3,0.3,0.5,0.3,0.4,1.1,1.9,,8.6
Clevon Brown,Clevon,Brown,"6'8""",No,2016-17,Vanderbilt,SEC,34,1,7.6,0.6,1.5,0.392,0.4,0.7,0.5,0.2,0.8,0.296,0.2,0.4,0.583,0.5,1,1.5,0.1,0,0.4,0.5,1,1.6,,10.72
Austin Wiley,Austin,Wiley,"6'11""",No,2016-17,Auburn,SEC,23,22,18,3.2,5.4,0.584,3.2,5.4,0.584,0,0,,2.4,5,0.491,2.3,2.4,4.7,0.2,0.2,1.3,1.8,2.6,8.8,,7.33
Robert Williams,Robert,Williams,"6'8""",No,2000-01,Florida Atlantic,TAAC,31,7,,2.2,4.9,0.454,2.2,4.9,0.454,0,0,,1,1.7,0.574,2.1,2,4.1,0.3,0.3,0.5,0.9,3,5.5,,-3.79
Grant Williams,Grant,Williams,"6'7""",No,2016-17,Tennessee,SEC,32,29,25.4,4.1,8.2,0.504,3.8,7.2,0.522,0.4,1,0.375,3.9,5.9,0.667,2.9,3,5.9,1.1,0.8,1.9,1.9,3.3,12.6,,10.18
Anfernee Mclemore,Anfernee,Mclemore,"6'7""",No,2016-17,Auburn,SEC,32,1,15.1,2.2,3.2,0.683,2.1,3.1,0.68,0,0,1,1.1,1.8,0.603,1.7,2.8,4.5,0.2,0.4,1.2,0.9,2.4,5.4,,7.33
Luka Garza,Luka,Garza,"6'11""",No,2017-18,Iowa,Big Ten,33,26,21.7,4.4,7.9,0.557,3.9,6.5,0.602,0.5,1.4,0.348,2.8,4.1,0.681,2.4,4,6.4,1.1,0.3,1,1.1,2.4,12.1,,7.13
Nicolas Claxton,Nicolas,Claxton,"6'11""",No,,Georgia,SEC,33,5,14.7,1.3,3,0.449,1.1,2.3,0.474,0.2,0.7,0.364,1,2,0.523,1.7,2.2,3.9,0.2,0.2,1.3,0.7,1.7,3.9,,8.87
Daniel Gafford,Daniel,Gafford,"6'11""",No,,Arkansas,SEC,35,26,22.6,4.7,7.7,0.605,4.7,7.7,0.605,0,0,,2.4,4.6,0.528,2.2,4,6.2,0.7,0.5,2.2,1.1,3.3,11.8,,9.85
Abdul Ado,Abdul,Ado,"6'11""",No,2017-18,Mississippi State,SEC,36,36,26.5,3.1,5.1,0.615,3.1,5.1,0.615,0,0,,1.6,3.1,0.513,2.9,3.6,6.4,0.4,0.8,1.9,2,2.6,7.8,,6.82
Kyle Guy,Kyle,Guy,"6'2""",No,,Virginia,ACC,34,7,18.6,2.6,6,0.439,1.1,3,0.382,1.5,3,0.495,0.7,1,0.714,0.1,1.5,1.7,1.3,0.4,0,0.6,1.1,7.5,,10.93
Doug Mcdermott,Doug,Mcdermott,"6'8""",No,2010-11,Creighton,MVC,39,39,29.1,5.6,10.7,0.525,4.4,7.8,0.571,1.2,3,0.405,2.4,3.2,0.746,2.1,5.1,7.2,1.2,0.3,0.1,2.2,2.1,14.9,,1.41
Frank Kaminsky,Frank,Kaminsky,"7'0""",No,2011-12,Wisconsin,Big Ten,35,0,7.7,0.7,1.6,0.411,0.4,0.6,0.619,0.3,1,0.286,0.2,0.4,0.5,0.6,0.8,1.4,0.3,0.1,0.4,0.3,1,1.8,,8.24
Corey Brewer,Corey,Brewer,"6'9""",No,,Florida,SEC,32,32,24.7,2.7,5.3,0.515,2.2,4.1,0.538,0.5,1.2,0.436,1.6,2.7,0.581,1.5,1.9,3.4,2,1.4,0.4,1.6,2.3,7.5,,7.12
Casey Jacobsen,Casey,Jacobsen,"6'6""",No,,Stanford,Pac-10,31,,28.5,4.5,9.6,0.466,2.1,4.1,0.508,2.4,5.5,0.435,3.1,4.4,0.713,,,3,2.3,0.5,0,1.8,1.3,14.5,,7.12
Chris Lofton,Chris,Lofton,"6'2""",No,2004-05,Tennessee,SEC,31,31,29.5,4.5,9.5,0.481,1.5,3,0.516,3,6.5,0.465,1.1,1.3,0.854,0.8,2.8,3.6,1.5,1.3,0.1,1,1.2,13.2,,8.37
Brandon Roy,Brandon,Roy,"6'6""",No,2002-03,Washington,Pac-10,13,2,17.2,2.3,4.6,0.5,2.2,3.8,0.58,0.1,0.8,0.1,1.4,2.8,0.486,1.2,1.7,2.9,1,0.3,0.2,1.4,1.2,6.1,,7.28
Wayne Simien,Wayne,Simien,"6'9""",No,2001-02,Kansas,Big 12,32,0,15.3,3.1,5.6,0.553,3.1,5.6,0.553,0,0,,1.9,2.6,0.738,2,3.3,5.3,0.3,0.6,0.8,1.1,1.8,8.1,,9.35
Nick Fazekas,Nick,Fazekas,"6'11""",No,2003-04,Nevada,WAC,34,22,26.9,4.8,9,0.528,4.1,7.1,0.575,0.7,2,0.358,2.4,3.1,0.771,2.2,5.4,7.6,0.5,0.5,1.3,0.9,2.1,12.6,,5.82
Dan Dickau,Dan,Dickau,"6'0""",No,1997-98,Washington,Pac-10,28,,,1,2.5,0.42,0.5,1.4,0.333,0.6,1.1,0.533,1.1,1.4,0.795,,,0.9,1,0.3,0,,,3.8,,8.32
Nick Collison,Nick,Collison,"6'9""",No,1999-00,Kansas,Big 12,34,33,22.8,4.3,8.6,0.497,4.1,8.2,0.502,0.1,0.4,0.385,1.8,2.7,0.674,,,6.9,1.1,1.1,0.9,2.1,2.9,10.5,,9.79
Chris Kaman,Chris,Kaman,"7'0""",No,2000-01,Central Michigan,MAC,28,1,18.6,3.8,6.5,0.574,3.8,6.5,0.574,0,0,,2.3,3.2,0.7,1.7,3.1,4.8,0.2,0.5,1.6,1.8,2.4,9.8,,0.02
Drew Gooden,Drew,Gooden,"6'10""",No,1999-00,Kansas,Big 12,33,8,20.8,4.3,9.6,0.451,4.2,9.1,0.458,0.2,0.5,0.313,1.8,2.8,0.659,,,7.5,1.1,0.7,0.8,2.2,2.2,10.6,,9.79
Kevin Love,Kevin,Love,"6'10""",Yes,2007-08,UCLA,Pac-10,39,38,29.6,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7,10.6,1.9,0.7,1.4,2,1.9,17.5,,7.71
Sherron Collins,Sherron,Collins,"5'11""",No,2006-07,Kansas,Big 12,38,3,22.3,3.4,7.1,0.478,2.2,4.1,0.532,1.2,3.1,0.405,1.3,1.7,0.766,0.4,1.9,2.3,2.9,0.7,0,1.7,1.8,9.3,,6.86
David West,David,West,"6'9""",No,1999-00,Xavier,A-10,33,,29.4,4.3,8.2,0.532,4.3,8.2,0.532,0,0,,3,4.5,0.667,,,9.1,1.7,1.6,1.1,1.7,2.7,11.7,,3.42
Sean May,Sean,May,"6'9""",No,2002-03,UNC,ACC,11,10,28,4.6,9.8,0.472,4.6,9.5,0.49,0,0.4,0,2.1,3.6,0.575,2.3,5.8,8.1,1,1.5,1.8,1.9,2.2,11.4,,10.31
Dejuan Blair,Dejuan,Blair,"6'7""",No,2007-08,Pitt,Big East,37,36,26,4.5,8.5,0.537,4.5,8.5,0.537,0,0,,2.5,4,0.624,3.9,5.2,9.1,0.9,1.7,1.1,1.9,2.9,11.6,,7.84
Darryl Morsell,Darryl,Morsell,"6'5""",No,2017-18,Maryland,Big Ten,32,21,28.8,3.2,7.4,0.424,3.1,6.7,0.46,0.1,0.8,0.12,2.3,3.1,0.727,1.6,2.8,4.4,2,0.6,0.5,2.2,2,8.7,,7.94
Greg Oden,Greg,Oden,"7'0""",Yes,,Ohio State,Big Ten,32,31,28.9,5.9,9.6,0.616,5.9,9.6,0.616,0,0,,3.8,6.1,0.628,3.5,6,9.6,0.7,0.6,3.3,2,2.7,15.7,,9.03
Andrew Bogut,Andrew,Bogut,"7'0""",No,2003-04,Utah,MWC,33,33,30.4,5.1,8.8,0.577,5,8.5,0.586,0.1,0.3,0.364,2.2,3.4,0.64,3.2,6.7,9.9,2.2,0.4,1.3,2.6,2.4,12.5,,4.53
